Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 20 HeLa cells	Peptides Blank	Peptides Single cell 1	Peptides Single cell 2	Peptides Single cell 4	Peptides 100 HeLa cells	Peptides Single cell 3	Razor + unique peptides 20 HeLa cells	Razor + unique peptides Blank	Razor + unique peptides Single cell 1	Razor + unique peptides Single cell 2	Razor + unique peptides Single cell 4	Razor + unique peptides 100 HeLa cells	Razor + unique peptides Single cell 3	Unique peptides 20 HeLa cells	Unique peptides Blank	Unique peptides Single cell 1	Unique peptides Single cell 2	Unique peptides Single cell 4	Unique peptides 100 HeLa cells	Unique peptides Single cell 3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 20 HeLa cells	Identification type Blank	Identification type Single cell 1	Identification type Single cell 2	Identification type Single cell 4	Identification type 100 HeLa cells	Identification type Single cell 3	Sequence coverage 20 HeLa cells [%]	Sequence coverage Blank [%]	Sequence coverage Single cell 1 [%]	Sequence coverage Single cell 2 [%]	Sequence coverage Single cell 4 [%]	Sequence coverage 100 HeLa cells [%]	Sequence coverage Single cell 3 [%]	Intensity	Intensity 20 HeLa cells	Intensity Blank	Intensity Single cell 1	Intensity Single cell 2	Intensity Single cell 4	Intensity 100 HeLa cells	Intensity Single cell 3	iBAQ	iBAQ 20 HeLa cells	iBAQ Blank	iBAQ Single cell 1	iBAQ Single cell 2	iBAQ Single cell 4	iBAQ 100 HeLa cells	iBAQ Single cell 3	LFQ intensity 20 HeLa cells	LFQ intensity Blank	LFQ intensity Single cell 1	LFQ intensity Single cell 2	LFQ intensity Single cell 4	LFQ intensity 100 HeLa cells	LFQ intensity Single cell 3	MS/MS count 20 HeLa cells	MS/MS count Blank	MS/MS count Single cell 1	MS/MS count Single cell 2	MS/MS count Single cell 4	MS/MS count 100 HeLa cells	MS/MS count Single cell 3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
CON__P00735;P00734	CON__P00735	11;5	11;5	11;5				2	11	11	11	1	0	1	1	1	11	0	1	0	1	1	1	11	0	1	0	1	1	1	11	0	20.8	20.8	20.8	70.505	625	625;622	0	87.774	By matching		By matching	By matching	By matching	By MS/MS		2.4	0	2.4	2.4	2.4	20.8	0	124630000	249880	0	19234	36922	82990	124250000	0	3462100	6941.1	0	534.29	1025.6	2305.3	3451300	0	0	0	0	0	0	18795000	0	0	0	0	0	0	14	0	14			+	10	2504;2646;5206;5349;5690;6472;8849;9054;9800;11847;12272	True;True;True;True;True;True;True;True;True;True;True	2569;2712;5342;5488;5834;6638;9086;9294;10065;12157;12594	8275;8276;8718;16742;17184;18321;20863;27900;28468;30717;30718;30719;30720;30721;37369;38546;38547	6022;6023;6333;12234;12564;13349;15144;20330;20751;22377;27380;28271;28272;28273	6022;6333;12234;12564;13349;15144;20330;20751;22377;27380;28273		
CON__P00761	CON__P00761	6	6	6				1	6	6	6	6	4	4	5	5	4	4	6	4	4	5	5	4	4	6	4	4	5	5	4	4	25.1	25.1	25.1	24.409	231	231	0	165.81	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	25.1	25.1	25.1	25.1	25.1	25.1	25.1	502290000	74419000	7116300	35005000	29213000	29363000	243300000	83874000	41857000	6201500	593030	2917100	2434400	2446900	20275000	6989500	86247000	513490000	330760000	511720000	121570000	32999000	248700000	10	10	11	7	8	8	10	64			+	11	4837;4838;6211;6212;7037;10941	True;True;True;True;True;True	4956;4957;4958;6372;6373;7218;11231	15629;15630;15631;15632;15633;15634;15635;15636;15637;15638;15639;15640;15641;15642;15643;15644;15645;20040;20041;20042;20043;20044;20045;20046;20047;20048;20049;20050;20051;22682;22683;22684;22685;22686;22687;22688;22689;34377;34378;34379;34380;34381;34382;34383;34384;34385;34386	11423;11424;11425;11426;11427;11428;11429;11430;11431;11432;11433;11434;11435;11436;14555;14556;14557;14558;14559;14560;14561;14562;14563;14564;14565;14566;14567;14568;14569;14570;16485;16486;16487;16488;16489;16490;16491;16492;16493;16494;16495;16496;16497;16498;16499;25115;25116;25117;25118;25119;25120;25121;25122;25123;25124;25125;25126;25127;25128;25129;25130;25131;25132;25133	11423;11436;14557;14570;16490;25116	1	94
CON__P01966;P69905;P02008	CON__P01966;P69905	8;4;1	8;4;1	8;4;1	Hemoglobin subunit alpha	HBA1	;sp|P69905|HBA_HUMAN Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA1 PE=1 SV=2	3	8	8	8	1	0	0	0	0	8	0	1	0	0	0	0	8	0	1	0	0	0	0	8	0	77.5	77.5	77.5	15.184	142	142;142;142	0	103.81	By MS/MS					By MS/MS		15.5	0	0	0	0	77.5	0	4107200000	356890	0	0	0	0	4106800000	0	456350000	39655	0	0	0	0	456310000	0	0	0	0	0	0	617690000	0	0	0	0	0	0	21	0	21			+	12	1134;6617;6942;7405;10838;11043;11240;11527	True;True;True;True;True;True;True;True	1167;6783;7122;7594;7595;11127;11334;11535;11831	3787;3788;3789;3790;21326;22355;23848;23849;34053;34054;34055;34737;35339;35340;36310	2774;2775;2776;2777;2778;15497;16230;17371;17372;24867;24868;24869;24870;24871;24872;25382;25383;25845;25846;25847;25848;26593	2775;15497;16230;17371;24871;25382;25847;26593	2	33
CON__P02533;P02533;CON__P08779;P08779;CON__A2A4G1;CON__Q9Z2K1;CON__Q3ZAW8;CON__Q61782;CON__P19012;P19012;CON__P35900;CON__Q9D312;P35900;CON__Q8N1A0;Q8N1A0;Q9ULK0	CON__P02533;P02533	24;24;10;10;7;7;7;6;6;6;4;4;4;1;1;1	3;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0	2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0	"Keratin, type I cytoskeletal 14"	KRT14	";sp|P02533|K1C14_HUMAN Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4"	16	24	3	2	16	2	16	15	16	22	17	0	0	0	0	0	3	0	0	0	0	0	0	2	0	34.7	9.5	7.8	51.621	472	472;472;473;473;456;469;474;93;456;456;424;431;424;295;295;1009	0	6.8804	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	17.8	4.2	20.3	17.6	17.2	34.7	22.7	3490600	0	0	0	0	0	3490600	0	102670	0	0	0	0	0	102670	0	0	0	0	0	0	528030	0	0	0	0	0	0	3	0	3			+	13	858;1302;2171;2172;2653;4943;5112;5617;5746;5856;6099;6100;6520;7667;9183;9379;9380;10226;10227;10656;10657;11424;11864;12232	True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True	889;1338;2227;2228;2719;5066;5244;5761;5892;6005;6257;6258;6686;7878;7879;9428;9630;9631;10498;10499;10941;10942;11726;12174;12175;12553	2824;4321;4322;7174;7175;7176;7177;7178;7179;7180;7181;7182;7183;8739;8740;8741;8742;8743;8744;8745;8746;8747;15931;16460;16461;16462;18071;18072;18073;18074;18075;18076;18514;18515;18516;18517;18518;18519;18520;18521;18522;18523;18524;18926;18927;18928;18929;18930;18931;19684;19685;19686;19687;19688;19689;19690;19691;19692;19693;19694;19695;19696;19697;19698;19699;19700;19701;21018;24471;24472;24473;24474;24475;24476;24477;24478;24479;24480;24481;24482;24483;24484;24485;24486;24487;24488;28835;28836;28837;28838;29413;29414;29415;29416;29417;29418;29419;29420;29421;29422;29423;29424;32060;32061;32062;32063;33456;33457;33458;33459;33460;33461;33462;33463;33464;33465;33466;33467;33468;33469;33470;33471;33472;33473;33474;33475;35946;35947;35948;35949;35950;35951;37425;37426;37427;37428;37429;37430;37431;37432;38447	2084;3199;3200;5245;5246;5247;5248;5249;5250;5251;6344;6345;6346;6347;6348;6349;6350;6351;6352;6353;6354;11644;12017;12018;13179;13180;13181;13182;13183;13184;13479;13480;13481;13482;13483;13484;13485;13486;13773;13774;13775;13776;13777;13778;14304;14305;14306;14307;14308;14309;14310;14311;14312;14313;14314;14315;14316;15252;17840;17841;17842;17843;17844;17845;17846;17847;17848;17849;17850;17851;17852;21009;21010;21011;21012;21434;21435;21436;21437;21438;21439;21440;21441;21442;21443;21444;21445;21446;21447;21448;21449;23389;23390;24430;24431;24432;24433;24434;24435;24436;24437;24438;24439;24440;24441;24442;24443;24444;24445;24446;24447;26319;26320;26321;26322;26323;26324;26325;26326;26327;26328;27426;27427;27428;27429;27430;27431;28198	2084;3199;5245;5246;6344;11644;12017;13180;13479;13775;14305;14312;15252;17844;21011;21437;21443;23389;23390;24432;24444;26323;27427;28198	3;4	119;257
CON__P48668;CON__P04259;CON__P02538;P48668;P02538	CON__P48668;CON__P04259;CON__P02538;P48668;P02538	16;16;16;16;16	1;1;1;1;1	0;0;0;0;0	"Keratin, type II cytoskeletal 6C;Keratin, type II cytoskeletal 6A"	KRT6C;KRT6A	";;;sp|P48668|K2C6C_HUMAN Keratin, type II cytoskeletal 6C OS=Homo sapiens OX=9606 GN=KRT6C PE=1 SV=3;sp|P02538|K2C6A_HUMAN Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3"	5	16	1	0	9	1	7	5	7	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.6	2.5	0	60.024	564	564;564;564;564;564	1	-2	By matching	By matching	By matching	By matching	By matching	By matching	By matching	6.2	1.6	5.9	5.9	5.9	15.8	10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+		+	14	938;1027;2710;2754;2755;2993;3919;6522;7726;7727;7742;8389;11747;12102;12194;12195	False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False	970;2780;2781;2826;2827;3071;4022;6688;7938;7939;7954;8616;12056;12418;12513;12514	3118;3119;3120;8944;8945;8946;8947;8948;8949;8950;8951;8952;9096;9097;9098;9099;9100;9101;9102;9103;9104;9105;9795;9796;9797;9798;9799;9800;12784;21031;21032;24690;24691;24692;24693;24694;24695;24696;24697;24698;24699;24700;24701;24702;24703;24742;26544;26545;37053;38099;38309;38310;38311;38312;38313;38314;38315;38316;38317;38318	2282;2283;6495;6496;6497;6498;6499;6500;6615;6616;6617;6618;6619;6620;6621;6622;6623;6624;6625;7123;7124;7125;7126;7127;7128;7129;7130;9265;15266;17994;17995;17996;17997;17998;17999;18000;18001;18002;18003;18004;18005;18035;19349;27149;27933;28101;28102;28103;28104;28105	2282;6498;6617;6625;7126;9265;15266;17995;18002;18035;19349;27149;27933;28102;28104	5	452
CON__P02768-1;P02768	CON__P02768-1;P02768	6;6	2;2	2;2	Serum albumin	ALB	;sp|P02768|ALBU_HUMAN Serum albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2	2	6	2	2	6	0	1	1	1	3	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	7.7	2.6	2.6	69.366	609	609;609	0.00068166	3.0181	By MS/MS		By matching	By matching	By matching	By matching	By matching	7.7	0	2.5	2.5	2.5	4.9	1.1	4093300	4093300	0	0	0	0	0	0	97461	97461	0	0	0	0	0	0	4093300	0	0	0	0	0	0	2	0	0	0	0	0	0	2			+	15	1280;1518;1731;5722;7277;11672	False;True;True;False;False;False	1316;1562;1779;5867;7462;11981	4254;4255;5016;5744;18429;18430;18431;18432;23522;23523;23524;36794;36795	3143;3144;3701;4204;13428;13429;13430;13431;17127;26968;26969	3143;3701;4204;13428;17127;26968		
CON__P02769	CON__P02769	31	31	27				1	31	31	27	25	0	4	6	6	20	2	25	0	4	6	6	20	2	21	0	3	5	5	17	1	57.3	57.3	52.2	69.293	607	607	0	128.1	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	45	0	7.4	11	12	36.6	3.1	65282000	23748000	0	207730	260020	412780	40477000	175990	1450700	527730	0	4616.1	5778.2	9172.9	899500	3911	24672000	0	2543500	3041800	1425300	6640100	713020	28	0	1	2	2	17	0	50			+	16	1280;1465;1520;1531;1998;2087;2705;2973;3773;4279;5680;5722;6179;6220;6445;6465;7226;7277;7289;7582;8245;8470;8596;8894;9040;9504;9654;10175;10790;11672;12321	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1316;1507;1564;1575;2052;2142;2775;3051;3874;4388;5824;5867;6339;6381;6611;6631;7410;7462;7474;7792;8470;8701;8829;9131;9280;9759;9913;10445;11077;11981;12645	4254;4255;4805;5018;5019;5053;6641;6642;6915;8929;9754;12352;13846;13847;13848;13849;13850;18296;18429;18430;18431;18432;19956;19957;20071;20072;20779;20780;20781;20782;20783;20839;23334;23335;23336;23337;23338;23522;23523;23524;23560;24211;24212;26149;26150;26818;27137;27138;27139;27140;28021;28022;28431;29775;29776;30267;30268;30269;30270;31903;31904;31905;31906;33880;36794;36795;38718;38719;38720	3143;3144;3557;3703;3704;3730;4845;5030;6483;7089;8951;10111;10112;13333;13428;13429;13430;13431;14496;14584;14585;15089;15090;15091;15127;16968;16969;16970;16971;17127;17157;17658;19067;19555;19782;20428;20429;20724;21690;21691;22059;22060;22061;23275;23276;23277;24748;26968;26969;28398;28399	3143;3557;3704;3730;4845;5030;6483;7089;8951;10112;13333;13428;14496;14584;15089;15127;16969;17127;17157;17658;19067;19555;19782;20429;20724;21690;22061;23277;24748;26968;28398		
CON__P02777	CON__P02777	3	3	3				1	3	3	3	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	18.7	18.7	18.7	24.241	230	230	0	4.3063						By MS/MS		0	0	0	0	0	18.7	0	6833500	0	0	0	0	0	6833500	0	854180	0	0	0	0	0	854180	0	0	0	0	0	0	1033700	0	0	0	0	0	0	3	0	3			+	17	4244;4511;10730	True;True;True	4353;4626;11017	13729;14587;33721	10002;10678;24631	10002;10678;24631		
CON__P05787;P05787;CON__H-INV:HIT000292931;CON__Q9H552;CON__H-INV:HIT000016045;CON__REFSEQ:XP_092267	CON__P05787;P05787	43;43;18;13;7;2	36;36;15;10;7;2	30;30;12;8;3;2	"Keratin, type II cytoskeletal 8"	KRT8	";sp|P05787|K2C8_HUMAN Keratin, type II cytoskeletal 8 OS=Homo sapiens OX=9606 GN=KRT8 PE=1 SV=7"	6	43	36	30	41	6	30	30	36	33	31	34	5	26	25	31	28	27	28	4	20	21	25	22	21	81.6	74.1	70.4	53.704	483	483;483;443;499;99;213	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	76.8	11.2	45.1	52.4	71.2	59.4	60.2	1706200000	213140000	408210	15204000	13221000	82078000	1342900000	39314000	53320000	6660700	12757	475130	413160	2564900	41964000	1228600	191660000	29919000	220680000	199090000	340280000	172020000	216960000	51	2	23	15	39	44	24	198			+	18	254;935;1003;2456;2710;2754;2755;2993;3556;5192;5413;5595;5808;5994;5995;6060;6114;6524;6800;6801;6969;7263;7726;7727;8404;8460;9095;9146;9147;9609;9756;9845;10074;10087;10235;10242;10731;11273;11747;12093;12194;12195;12210	True;True;True;True;True;False;False;False;True;True;True;False;False;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True	262;263;967;1035;2518;2519;2780;2781;2826;2827;3071;3650;3651;5328;5552;5553;5738;5954;6148;6149;6150;6218;6272;6273;6690;6976;6977;7149;7448;7938;7939;8632;8688;9337;9388;9389;9390;9867;9868;10020;10110;10111;10342;10355;10508;10516;11018;11568;12056;12409;12513;12514;12530	802;803;804;805;806;807;808;3102;3103;3104;3105;3106;3107;3108;3361;3362;3363;3364;3365;3366;3367;3368;8117;8118;8119;8120;8121;8122;8123;8944;8945;8946;8947;8948;8949;8950;8951;8952;9096;9097;9098;9099;9100;9101;9102;9103;9104;9105;9795;9796;9797;9798;9799;9800;11569;11570;11571;11572;11573;16703;16704;16705;16706;16707;16708;16709;17392;17393;17394;17395;17396;17397;17398;18006;18007;18008;18009;18010;18011;18740;18741;18742;18743;18744;18745;19414;19415;19416;19417;19418;19419;19575;19576;19577;19578;19579;19580;19743;19744;19745;19746;19747;19748;19749;19750;19751;19752;21035;21036;21037;21038;21039;21040;21041;21875;21876;21877;21878;21879;21880;21881;21882;21883;21884;21885;21886;21887;21888;21889;21890;21891;21892;22430;22431;22432;22433;22434;22435;22436;22437;22438;22439;23469;23470;23471;23472;23473;23474;24690;24691;24692;24693;24694;24695;24696;24697;24698;24699;24700;24701;24702;24703;26609;26610;26611;26612;26613;26614;26779;26780;26781;26782;26783;26784;28568;28569;28570;28571;28572;28573;28698;28699;28700;28701;28702;28703;28704;28705;28706;28707;28708;28709;28710;28711;28712;28713;28714;28715;28716;28717;30104;30105;30106;30107;30108;30109;30110;30111;30112;30113;30114;30115;30116;30561;30873;30874;30875;30876;30877;30878;30879;30880;30881;31567;31588;31589;31590;32079;32080;32081;32082;32083;32084;32102;32103;32104;32105;33722;33723;35443;35444;35445;35446;35447;37053;38086;38087;38309;38310;38311;38312;38313;38314;38315;38316;38317;38318;38363;38364;38365;38366;38367;38368;38369;38370	585;586;587;588;589;590;2268;2269;2270;2271;2272;2273;2274;2464;2465;2466;2467;2468;2469;2470;5916;5917;5918;5919;6495;6496;6497;6498;6499;6500;6615;6616;6617;6618;6619;6620;6621;6622;6623;6624;6625;7123;7124;7125;7126;7127;7128;7129;7130;8410;8411;8412;12200;12201;12202;12203;12204;12205;12206;12709;12710;12711;12712;12713;13130;13131;13638;13639;13640;13641;14116;14117;14118;14119;14227;14228;14229;14230;14231;14232;14350;14351;14352;14353;14354;14355;14356;14357;15270;15271;15272;15273;15274;15275;15276;15277;15278;15279;15280;15897;15898;15899;15900;15901;15902;15903;15904;15905;15906;15907;15908;15909;15910;15911;15912;15913;15914;15915;15916;16293;16294;16295;16296;16297;16298;16299;16300;16301;16302;16303;16304;17071;17072;17073;17074;17075;17076;17077;17078;17079;17080;17081;17082;17083;17994;17995;17996;17997;17998;17999;18000;18001;18002;18003;18004;18005;19394;19395;19396;19397;19398;19527;19528;19529;19530;19531;20823;20824;20825;20913;20914;20915;20916;20917;20918;20919;20920;20921;20922;20923;20924;20925;21933;21934;21935;21936;21937;21938;21939;21940;21941;21942;21943;22272;22483;22484;22485;22486;22487;22488;22489;23001;23016;23017;23405;23406;23407;23408;23409;23410;23425;23426;24632;25933;25934;25935;25936;25937;25938;25939;27149;27923;27924;28101;28102;28103;28104;28105;28137;28138;28139;28140;28141;28142;28143	587;2269;2465;5917;6498;6617;6625;7126;8411;12201;12710;13131;13640;14117;14119;14231;14352;15272;15905;15916;16295;17083;17995;18002;19394;19528;20823;20919;20925;21938;22272;22486;23001;23016;23406;23426;24632;25934;27149;27923;28102;28104;28140	5;6;7;8;9;10;11;12;13;14	60;136;168;189;205;248;256;281;378;406
CON__P08727;P08727	CON__P08727;P08727	19;19	9;9	8;8	"Keratin, type I cytoskeletal 19"	KRT19	";sp|P08727|K1C19_HUMAN Keratin, type I cytoskeletal 19 OS=Homo sapiens OX=9606 GN=KRT19 PE=1 SV=4"	2	19	9	8	16	2	14	13	19	15	8	7	0	5	5	9	7	0	7	0	5	5	8	7	0	40.5	26.8	24	44.091	400	400;400	0	49.586	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	36.2	3.8	29	28.8	40.5	36	15.8	23412000	3199300	0	177680	231840	1767000	18036000	0	709460	96948	0	5384.2	7025.5	53546	546550	0	3250400	0	2954700	4761600	6345500	1797300	0	7	0	0	1	7	6	0	21			+	19	77;634;2171;2172;2848;2906;4905;5300;5746;5856;6099;7105;7665;8578;9183;9662;9850;10226;11424	True;True;False;False;False;True;True;False;False;False;False;True;True;True;False;True;True;False;False	78;659;2227;2228;2925;2984;5025;5439;5892;6005;6257;7287;7876;8811;9428;9921;10116;10498;11726	213;214;215;216;217;2106;2107;2108;2109;7174;7175;7176;7177;7178;7179;7180;7181;7182;7183;9373;9374;9375;9376;9377;9378;9379;9380;9559;9560;9561;9562;9563;15822;15823;15824;15825;17028;17029;17030;17031;17032;17033;18514;18515;18516;18517;18518;18519;18520;18521;18522;18523;18524;18926;18927;18928;18929;18930;18931;19684;19685;19686;19687;19688;19689;19690;19691;19692;22932;22933;24465;24466;24467;24468;24469;27081;27082;27083;27084;28835;28836;28837;28838;30284;30285;30286;30889;32060;32061;32062;35946;35947;35948;35949;35950;35951	158;159;160;1556;1557;1558;5245;5246;5247;5248;5249;5250;5251;6824;6825;6826;6827;6828;6829;6830;6831;6832;6952;6953;6954;11571;11572;11573;12442;12443;12444;12445;12446;13479;13480;13481;13482;13483;13484;13485;13486;13773;13774;13775;13776;13777;13778;14304;14305;14306;14307;14308;14309;14310;14311;16670;16671;17838;19739;19740;19741;21009;21010;21011;21012;22075;22076;22494;23389;26319;26320;26321;26322;26323;26324;26325;26326;26327;26328	159;1556;5245;5246;6826;6953;11571;12443;13479;13775;14305;16671;17838;19740;21011;22075;22494;23389;26323		
CON__P08729;CON__Q9DCV7;CON__Q9NSB2;CON__Q6ISB0;Q9NSB2;CON__Q14CN4-1;CON__Q6IME9;Q14CN4;CON__Q61726;CON__O43790;CON__Q6NT21;CON__P78385;CON__Q14533;CON__Q3SY84;O43790;P78385;Q14533;Q3SY84	CON__P08729	43;10;5;5;5;4;4;4;2;2;2;2;2;2;2;2;2;2	39;6;2;2;2;4;4;4;0;0;0;0;0;2;0;0;0;2	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0				18	43	39	4	40	2	31	31	35	37	30	36	1	28	28	32	34	27	4	0	2	2	3	4	2	67.6	64.4	2.1	51.417	469	469;457;600;600;600;511;520;511;479;486;493;493;505;523;486;493;505;523	0	323.31	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	65.2	3.4	55.4	55.9	59.1	60.1	57.8	2475000000	224780000	59683	16528000	14901000	94328000	2049700000	74699000	72794000	6611100	1755.4	486120	438270	2774300	60285000	2197000	236880000	0	268960000	246680000	414270000	244960000	338900000	53	0	23	22	42	54	30	224			+	20	251;939;1908;2693;2711;2754;2755;2849;2993;3900;5412;5595;5808;5896;5986;5987;6524;6739;6740;6798;6799;7029;7030;7597;7728;7729;8074;8075;8223;8227;9280;9545;9605;9902;10093;10094;10504;10983;11747;11753;12103;12196;12197	True;True;True;True;True;True;True;True;False;True;True;False;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True	259;971;1961;2762;2782;2783;2826;2827;2926;3071;4002;5551;5738;5954;6048;6140;6141;6690;6915;6916;6974;6975;7210;7211;7807;7940;7941;8296;8297;8447;8451;9526;9800;9863;10169;10361;10362;10788;11273;12056;12062;12419;12515;12516	783;784;785;786;787;788;3121;3122;3123;3124;3125;3126;6346;6347;6348;8884;8885;8886;8887;8888;8889;8953;8954;8955;8956;8957;8958;8959;8960;8961;8962;9096;9097;9098;9099;9100;9101;9102;9103;9104;9105;9381;9382;9383;9384;9385;9386;9795;9796;9797;9798;9799;9800;12721;12722;12723;12724;12725;12726;17387;17388;17389;17390;17391;18006;18007;18008;18009;18010;18011;18740;18741;18742;18743;18744;18745;19094;19095;19096;19097;19098;19099;19378;19379;19380;19381;19382;19383;19384;19385;19386;19387;19388;19389;21035;21036;21037;21038;21039;21040;21041;21696;21697;21698;21699;21700;21701;21702;21865;21866;21867;21868;21869;21870;21871;21872;21873;21874;22643;22644;22645;22646;22647;22648;22649;22650;22651;22652;22653;22654;22655;22656;22657;24253;24254;24255;24256;24257;24258;24704;24705;24706;24707;24708;24709;24710;24711;24712;24713;24714;25635;25636;25637;25638;25639;25640;25641;25642;25643;25644;25645;25646;26083;26084;26085;26086;26087;26088;26089;26096;26097;29110;29111;29112;29113;29114;29115;29887;29888;29889;29890;29891;29892;30091;30092;30093;30094;30095;30096;31062;31604;31605;31606;31607;31608;31609;31610;31611;31612;31613;31614;31615;31616;31617;31618;31619;32996;32997;34528;34529;34530;34531;34532;34533;37053;37067;37068;37069;37070;37071;37072;37073;37074;37075;37076;37077;37078;38100;38101;38319;38320;38321;38322;38323;38324;38325	567;568;569;570;571;572;573;2284;2285;2286;2287;4632;6449;6450;6451;6452;6453;6454;6455;6501;6502;6503;6504;6505;6506;6615;6616;6617;6618;6619;6620;6621;6622;6623;6624;6625;6833;6834;6835;6836;6837;6838;6839;6840;7123;7124;7125;7126;7127;7128;7129;7130;9215;9216;9217;9218;9219;9220;9221;9222;12704;12705;12706;12707;12708;13130;13131;13638;13639;13640;13641;13886;13887;13888;13889;13890;13891;13892;13893;13894;13895;14081;14082;14083;14084;14085;14086;14087;14088;14089;14090;14091;14092;14093;14094;14095;14096;14097;14098;14099;15270;15271;15272;15273;15274;15275;15276;15277;15278;15279;15280;15758;15759;15760;15761;15762;15763;15764;15765;15889;15890;15891;15892;15893;15894;15895;15896;16459;16460;16461;16462;16463;16464;16465;16466;16467;16468;16469;16470;16471;16472;17686;17687;17688;17689;17690;17691;18006;18007;18008;18009;18010;18011;18012;18013;18700;18701;18702;18703;18704;18705;18706;18707;18708;18709;18710;18711;19017;19018;19019;19020;19021;19022;19023;19024;19025;19030;21211;21212;21213;21214;21215;21216;21217;21772;21773;21774;21775;21776;21777;21778;21919;21920;21921;21922;21923;21924;21925;22623;23032;23033;23034;23035;23036;23037;23038;23039;23040;23041;23042;23043;23044;23045;23046;23047;23048;24103;24104;25229;25230;25231;25232;25233;25234;25235;27149;27160;27161;27162;27163;27164;27165;27166;27167;27168;27169;27170;27171;27172;27173;27934;27935;28106;28107;28108;28109;28110;28111	573;2284;4632;6449;6504;6617;6625;6833;7126;9217;12705;13131;13640;13888;14084;14097;15272;15759;15765;15889;15896;16462;16471;17687;18007;18009;18700;18705;19019;19030;21214;21775;21919;22623;23039;23048;24103;25235;27149;27165;27935;28107;28109	15	379
CON__P12763;P02765	CON__P12763	6;1	6;1	6;1				2	6	6	6	6	0	5	4	4	2	0	6	0	5	4	4	2	0	6	0	5	4	4	2	0	24.2	24.2	24.2	38.418	359	359;367	0	44.693	By MS/MS		By MS/MS	By MS/MS	By matching	By MS/MS		24.2	0	21.2	17.5	14.8	6.4	0	10504000	6032000	0	649280	276130	279460	3266800	0	617870	354830	0	38193	16243	16439	192170	0	6169500	0	8385000	3495000	1297400	986870	0	7	0	3	1	0	2	0	13			+	21	1291;4362;4371;8192;8538;10604	True;True;True;True;True;True	1327;4474;4484;8415;8769;10888	4284;4285;4286;14115;14116;14117;14155;14156;14157;14158;14159;26008;26009;26989;26990;26991;26992;26993;33293;33294;33295;33296	3167;3168;10321;10349;10350;10351;10352;18953;19673;19674;19675;24333;24334	3168;10321;10349;18953;19674;24333		
